9808 100
179 152 2.517
179 161 2.354
179 162 1.918
179 177 2.038
179 190 2.487
179 193 2.022
179 233 2.115
179 276 3.191
179 280 2.803
179 325 2.367
179 357 2.578
179 366 2.535
179 391 2.684
179 396 2.779
179 440 2.501
179 464 2.245
180 8 2.397
180 79 2.48
180 86 2.305
180 103 1.775
180 136 2.316
180 155 2.486
180 214 2.552
180 271 1.993
180 275 2.016
180 301 1.9
180 306 2.012
180 307 2.122
180 315 2.773
180 339 2.227
180 348 2.762
180 382 2.831
180 403 2.83
180 415 1.814
180 463 2.41
180 485 1.974
181 9 2.392
181 23 2.979
181 58 2.804
181 97 2.155
181 123 2.131
181 160 2.373
181 181 2.606
181 270 2.507
181 310 2.835
181 341 2.671
181 345 2.685
181 353 2.956
181 355 2.143
181 378 2.383
181 381 2.551
181 392 2.425
181 393 2.601
181 413 2.229
181 424 2.226
181 473 2.429
181 478 2.719
181 496 2.389
182 16 2.803
182 41 2.994
182 145 2.532
182 180 3.446
182 216 3.695
182 280 3.606
182 293 2.828
182 366 3.166
182 384 2.948
182 397 2.983
182 411 3.014
182 417 2.524
182 429 3.052
182 448 2.292
182 470 2.376
182 471 3.086
182 481 3.566
182 494 3.245
183 8 1.951
183 100 2.045
183 118 2.197
183 120 1.17
183 139 1.427
183 179 2.364
183 201 2.566
183 211 2.381
183 229 2.178
183 242 1.946
183 251 2.038
183 262 1.726
183 264 1.969
183 268 2.44
183 273 1.989
183 274 1.619
183 332 1.879
183 347 1.957
183 377 1.994
183 399 1.923
183 428 2.282
183 456 2.285
183 477 1.73
184 44 2.715
184 58 3.008
184 67 2.787
184 75 2.336
184 76 2.672
184 104 3.017
184 129 2.599
184 131 2.92
184 157 2.487
184 168 1.505
184 174 2.586
184 187 2.305
184 188 2.725
184 218 3.116
184 222 2.29
184 342 2.72
184 373 3.096
184 391 2.796
184 428 2.702
184 436 2.332
184 474 3.06
185 20 2.174
185 38 2.57
185 44 3.46
185 145 2.115
185 154 2.678
185 160 2.528
185 171 2.729
185 187 2.416
185 197 2.051
185 209 2.087
185 210 2.753
185 238 2.981
185 262 1.94
185 309 3.132
185 315 3.054
185 337 3.499
185 339 2.282
185 445 3.044
185 495 2.31
186 4 1.96
186 46 1.693
186 50 1.927
186 56 2.651
186 60 2.677
186 105 1.519
186 122 1.654
186 142 2.18
186 156 2.545
186 160 2.676
186 198 1.734
186 251 2.122
186 317 2.574
186 361 1.775
186 392 1.822
186 443 1.633
186 461 1.81
187 0 2.906
187 9 2.714
187 20 2.279
187 93 3.5
187 117 3.23
187 171 2.866
187 183 2.713
187 185 2.274
187 190 2.883
187 221 2.933
187 232 1.759
187 242 2.694
187 253 2.515
187 266 2.336
187 276 3.347
187 326 2.432
187 337 3.213
187 339 2.533
187 358 2.437
187 418 2.676
187 443 1.988
187 447 2.668
188 25 2.185
188 32 2.726
188 37 3.258
188 50 2.159
188 57 2.877
188 102 2.704
188 160 2.756
188 176 2.691
188 185 2.438
188 206 2.507
188 207 3.514
188 261 2.453
188 270 2.958
188 282 2.996
188 283 2.126
188 288 2.469
188 317 3.084
188 421 3.511
188 437 3.319
189 0 2.851
189 13 2.289
189 62 3.199
189 73 1.985
189 130 1.943
189 164 2.268
189 173 2.689
189 176 2.724
189 202 2.537
189 205 3.048
189 254 2.9
189 273 2.887
189 308 3.154
189 393 2.822
189 411 3.038
189 455 2.501
190 22 3.165
190 27 1.475
190 41 2.46
190 43 2.346
190 49 3.223
190 50 1.729
190 76 2.475
190 97 2.251
190 160 2.52
190 182 2.166
190 187 2.669
190 195 3.282
190 245 2.978
190 254 2.816
190 299 2.614
190 317 2.796
190 356 2.114
190 435 2.769
190 439 2.846
190 441 2.944
190 450 2.501
190 496 2.66
191 25 2.35
191 34 2.571
191 63 2.862
191 101 2.381
191 111 2.301
191 144 2.089
191 156 2.799
191 158 3.147
191 170 2.506
191 215 2.618
191 237 1.477
191 256 2.777
191 274 2.471
191 284 1.709
191 337 3.001
191 368 2.314
191 369 2.068
191 380 1.114
191 390 1.749
191 391 2.487
191 446 2.512
191 456 2.159
191 457 3.264
192 0 2.511
192 25 2.355
192 42 2.06
192 83 2.187
192 108 2.372
192 130 1.629
192 147 2.309
192 153 2.649
192 161 2.032
192 182 2.71
192 222 2.37
192 225 2.12
192 232 1.855
192 278 1.429
192 314 1.885
192 332 2.278
192 340 1.785
192 364 2.306
192 416 2.014
192 419 2.232
192 427 1.922
192 429 2.876
192 445 2.598
192 449 1.425
192 494 2.444
193 5 2.244
193 16 1.925
193 37 3.101
193 43 2.394
193 49 3.443
193 89 3.054
193 129 2.517
193 130 2.055
193 142 2.298
193 146 1.464
193 164 2.164
193 175 2.403
193 189 3.4
193 197 2.15
193 226 2.414
193 230 2.055
193 231 2.493
193 253 1.744
193 276 2.942
193 283 1.8
193 367 1.984
193 370 2.751
193 430 1.967
193 434 2.261
193 440 2.359
193 441 2.293
193 451 1.718
194 12 2.218
194 43 2.424
194 137 2.531
194 156 2.748
194 161 2.831
194 233 1.845
194 239 2.707
194 258 2.786
194 327 2.188
194 339 2.533
194 350 2.383
194 370 3.002
194 403 2.501
194 458 2.957
194 463 2.219
194 468 2.253
194 469 2.105
195 15 1.33
195 19 1.659
195 59 2.156
195 89 2.076
195 95 1.533
195 190 2.078
195 224 1.729
195 236 1.639
195 267 1.743
195 303 1.41
195 306 1.902
195 316 2.202
195 351 1.72
195 369 1.522
195 384 2.325
195 428 1.739
195 444 1.326
195 488 1.875
195 494 1.913
196 44 3.563
196 122 2.545
196 153 3.691
196 169 2.749
196 174 3.095
196 183 3.235
196 185 2.74
196 220 2.658
196 222 3.276
196 230 3.254
196 263 2.541
196 271 3.28
196 289 2.373
196 311 2.164
196 332 3.272
196 343 3.599
196 353 3.623
196 368 2.701
196 394 3.4
196 397 3.075
196 449 1.946
196 471 2.8
197 14 3.027
197 43 2.472
197 73 2.671
197 122 2.176
197 147 2.735
197 148 2.403
197 192 2.781
197 194 2.769
197 200 3.212
197 205 3.239
197 211 3.299
197 232 2.274
197 267 2.952
197 329 1.863
197 342 3.147
197 351 2.414
197 364 2.466
197 377 2.985
197 412 2.981
197 455 2.956
197 488 2.861
197 490 2.319
198 55 2.277
198 57 2.091
198 63 2.688
198 69 1.61
198 72 1.978
198 117 2.662
198 130 1.823
198 159 1.8
198 180 2.437
198 192 2.062
198 202 1.859
198 206 1.931
198 271 1.941
198 281 2.149
198 300 2.643
198 324 2.294
198 343 2.729
198 367 1.935
198 454 2.049
198 469 1.742
199 45 3.393
199 47 3.31
199 70 2.276
199 75 2.081
199 101 2.865
199 124 3.592
199 152 2.813
199 153 2.97
199 201 2.986
199 205 3.154
199 308 3.126
199 330 3.719
199 350 2.548
199 360 2.104
199 389 2.664
199 400 2.82
199 419 3.299
199 420 2.482
199 424 2.461
199 432 2.549
199 456 2.498
199 483 2.4
200 31 2.841
200 34 2.704
200 44 3.137
200 47 2.755
200 67 2.766
200 175 2.809
200 194 2.458
200 257 3.556
200 258 3.439
200 272 2.041
200 315 2.961
200 373 2.99
200 385 2.164
200 408 1.498
200 414 2.759
200 423 2.738
200 443 1.91
200 460 2.664
200 489 2.779
201 86 2.293
201 127 2.989
201 141 2.889
201 189 3.141
201 208 2.899
201 236 2.475
201 256 2.762
201 284 1.818
201 320 2.171
201 346 2.376
201 384 2.439
201 389 2.779
201 402 2.745
201 405 3.102
201 416 2.407
201 442 2.238
201 454 2.521
201 489 2.934
202 82 3.701
202 104 3.877
202 119 3.401
202 181 3.646
202 219 3.997
202 240 3.297
202 311 2.417
202 340 3.054
202 354 3.609
202 379 2.757
202 390 2.639
202 393 3.393
202 395 2.593
202 412 3.378
202 413 3.292
202 432 2.881
202 446 3.855
202 452 3.276
203 19 2.534
203 30 2.841
203 113 3.782
203 138 2.442
203 170 2.061
203 192 2.936
203 210 2.31
203 225 2.618
203 257 3.393
203 283 2.525
203 314 2.293
203 372 2.034
203 425 2.171
203 431 2.737
203 432 2.086
203 445 3.345
203 457 2.905
203 458 3.13
203 464 2.463
203 489 3.145
203 490 2.147
203 495 2.797
204 7 2.658
204 19 1.736
204 25 2.298
204 36 3.233
204 46 2.177
204 55 2.5
204 112 2.857
204 136 2.458
204 156 3.006
204 159 2.312
204 208 3.307
204 209 2.667
204 213 3.183
204 249 2.559
204 263 2.559
204 280 3.04
204 317 3.133
204 334 2.724
204 346 2.525
204 374 2.89
204 391 2.616
204 395 1.936
204 496 2.848
205 17 2.146
205 40 2.021
205 64 1.571
205 85 1.769
205 112 2.845
205 114 3.066
205 145 2.409
205 235 2.166
205 257 3.223
205 274 2.782
205 311 1.571
205 322 1.948
205 325 2.407
205 332 3.28
205 355 1.631
205 397 2.32
205 402 2.319
205 465 1.564
205 494 2.706
206 2 3.207
206 52 2.981
206 60 2.974
206 71 2.6
206 73 2.065
206 111 2.577
206 139 2.438
206 176 2.706
206 193 2.663
206 200 2.776
206 204 2.602
206 209 2.621
206 259 2.417
206 307 2.727
206 323 2.42
206 329 1.552
206 343 3.436
206 355 2.434
206 419 3.063
207 21 2.011
207 28 3.044
207 64 2.339
207 100 3.003
207 139 2.619
207 141 3.297
207 170 2.929
207 203 3.513
207 223 3.037
207 225 3.41
207 229 3.144
207 245 3.828
207 247 2.409
207 265 2.36
207 319 3.1
207 381 3.407
207 391 3.767
207 421 4.305
207 426 2.688
207 432 2.796
207 474 3.692
208 116 2.037
208 129 2.06
208 150 2.708
208 177 2.396
208 178 2.304
208 202 2.478
208 210 2.298
208 274 2.631
208 283 1.805
208 342 2.468
208 343 2.963
208 353 3.291
208 358 1.957
208 380 1.204
208 429 2.314
208 442 1.782
208 477 2.505
208 498 2.533
209 6 3.439
209 19 2.604
209 101 2.952
209 111 2.717
209 114 3.733
209 142 2.653
209 148 2.23
209 162 3.134
209 167 2.235
209 187 3.308
209 220 2.503
209 235 2.928
209 267 3.16
209 302 3.492
209 379 2.706
209 410 3.598
209 414 2.828
209 429 2.842
209 434 2.374
209 453 3.369
209 464 3.076
209 482 2.298
209 490 2.378
210 1 2.952
210 18 2.921
210 113 4.178
210 116 2.931
210 145 2.929
210 201 3.671
210 321 2.565
210 322 3.115
210 417 2.618
210 430 3.053
210 447 2.833
210 473 3.293
211 15 2.602
211 20 2.714
211 30 3.195
211 43 2.65
211 52 2.749
211 139 2.253
211 150 3.091
211 224 2.912
211 232 2.219
211 284 2.218
211 287 2.657
211 311 1.919
211 327 3.079
211 331 2.641
211 344 2.796
211 388 2.763
211 422 2.736
211 460 2.448
212 28 2.067
212 107 2.179
212 124 2.256
212 188 1.983
212 193 1.655
212 218 1.989
212 222 1.922
212 265 1.875
212 302 2.216
212 312 2.096
212 319 1.502
212 338 2.34
212 352 1.564
212 385 1.638
212 386 2.097
212 389 1.712
212 422 1.833
212 423 1.767
212 431 2.035
212 477 2.007
212 489 1.986
212 492 1.734
213 1 2.326
213 3 2.6
213 13 1.959
213 24 2.015
213 68 2.143
213 73 1.932
213 97 2.264
213 182 2.509
213 186 2.008
213 216 2.582
213 226 2.171
213 236 1.77
213 254 2.534
213 271 2.508
213 281 2.922
213 286 2.443
213 364 2.024
213 387 3.045
213 394 2.937
213 395 1.58
213 399 1.902
213 425 1.848
213 426 1.97
213 444 2.581
213 455 2.147
213 462 2.444
214 1 3.116
214 49 4.089
214 53 2.699
214 99 2.782
214 112 3.736
214 128 2.682
214 200 3.628
214 202 3.487
214 228 4.164
214 301 2.77
214 340 2.738
214 351 3.075
214 357 2.967
214 388 3.239
214 443 2.306
214 454 3.189
214 466 3.057
215 23 4.066
215 38 3.409
215 78 3.758
215 88 2.38
215 97 2.786
215 167 3.074
215 173 2.995
215 182 3.399
215 183 3.242
215 185 3.028
215 217 3.132
215 221 3.577
215 282 3.529
215 313 3.638
215 338 3.706
215 351 2.837
215 389 3.667
215 392 3.014
215 415 2.792
215 434 2.866
215 476 3.059
215 489 3.669
216 0 1.876
216 24 1.691
216 33 1.722
216 62 2.073
216 107 1.861
216 118 1.585
216 181 2.182
216 188 2.423
216 228 2.18
216 238 1.609
216 240 2.006
216 241 1.958
216 244 1.377
216 276 2.217
216 333 1.961
216 351 1.832
216 411 1.654
216 484 1.928
217 31 2.541
217 33 2.205
217 112 3.136
217 113 3.516
217 124 2.833
217 164 2.104
217 179 3.036
217 181 2.707
217 216 3.211
217 251 2.401
217 265 2.346
217 296 2.456
217 316 3.071
217 322 2.329
217 345 2.253
217 368 2.272
217 376 2.243
217 396 2.467
217 424 2.688
217 428 2.836
217 491 2.568
218 8 1.316
218 26 2.318
218 34 2.489
218 54 2.515
218 65 2.352
218 89 2.815
218 118 1.744
218 129 2.511
218 155 1.825
218 168 1.37
218 173 1.898
218 176 2.157
218 196 2.388
218 248 2.202
218 263 2.137
218 266 1.998
218 276 3.328
218 327 2.504
218 382 2.535
218 393 2.266
218 396 2.215
218 424 2.336
218 455 2.322
218 467 2.608
219 75 2.271
219 113 3.724
219 114 3.624
219 218 3.298
219 221 2.819
219 322 2.961
219 323 2.751
219 330 3.133
219 338 3.58
219 346 2.712
219 360 2.287
219 397 2.651
219 448 2.331
219 454 3.172
219 469 2.561
219 472 3.161
220 15 2.563
220 22 4.228
220 68 3.381
220 71 2.946
220 124 3.781
220 176 3.052
220 177 3.476
220 212 2.831
220 227 2.005
220 233 2.466
220 269 2.764
220 351 2.922
220 364 2.863
220 393 3.419
220 435 3.451
220 458 3.957
220 471 2.94
220 473 3.549
220 478 3.5
220 482 2.533
221 8 3.174
221 75 2.626
221 103 2.654
221 135 2.867
221 152 3.86
221 161 3.432
221 201 3.321
221 227 2.067
221 250 2.473
221 266 3.017
221 289 2.337
221 344 3.321
221 352 2.707
221 353 3.913
221 377 2.852
221 403 3.452
221 452 2.978
221 472 3.466
222 27 2.175
222 46 2.377
222 50 2.58
222 52 3.131
222 77 2.927
222 93 3.637
222 151 3.148
222 161 3.438
222 162 2.992
222 175 3.149
222 194 2.498
222 208 3.12
222 240 2.832
222 315 3.068
222 332 3.188
222 449 1.71
223 60 1.673
223 72 1.994
223 93 1.85
223 110 1.376
223 121 2.352
223 130 0.893
223 132 2.201
223 160 1.645
223 231 1.718
223 248 2.073
223 263 1.63
223 265 1.413
223 303 1.305
223 319 1.435
223 342 2.233
223 389 1.956
223 397 1.889
223 399 1.352
223 414 1.899
224 69 2.204
224 92 3.386
224 100 2.561
224 124 3.414
224 126 2.639
224 143 2.491
224 215 3.079
224 217 2.767
224 258 3.218
224 264 3.016
224 283 2.455
224 315 3.116
224 323 2.96
224 344 2.884
224 355 2.11
224 459 3.662
224 483 2.739
224 497 2.366
225 5 1.854
225 13 1.55
225 24 1.734
225 30 2.142
225 36 1.999
225 42 1.645
225 46 1.558
225 61 2.232
225 80 1.627
225 88 1.463
225 108 1.922
225 110 2.087
225 119 1.808
225 133 2.227
225 206 1.978
225 213 2.37
225 221 2.051
225 222 1.799
225 263 1.776
225 295 1.87
225 325 1.604
225 364 1.729
225 416 1.354
225 424 2.043
225 439 1.971
225 488 1.932
226 4 2.651
226 14 3.083
226 27 1.834
226 53 2.469
226 101 3.098
226 110 2.923
226 111 2.459
226 143 1.97
226 187 2.948
226 191 3.19
226 245 3.08
226 249 2.98
226 286 2.972
226 288 2.764
226 294 2.801
226 321 3.139
226 376 2.667
226 491 3.072
227 42 2.933
227 59 2.991
227 64 1.722
227 137 2.287
227 147 2.15
227 156 3.164
227 169 2.734
227 200 2.592
227 210 2.656
227 245 3.001
227 257 3.45
227 281 2.883
227 296 2.569
227 303 1.82
227 396 1.918
227 399 2.124
228 45 2.899
228 48 2.627
228 59 2.796
228 60 2.986
228 85 2.008
228 107 2.46
228 138 2.0
228 145 2.402
228 166 3.224
228 209 2.086
228 212 2.189
228 254 2.806
228 266 1.864
228 301 2.328
228 315 2.895
228 387 2.91
228 413 2.643
228 436 2.405
228 490 2.397
228 495 2.604
229 2 2.946
229 9 2.492
229 14 2.653
229 86 2.111
229 98 2.698
229 100 2.737
229 125 2.958
229 131 3.134
229 157 2.769
229 175 2.348
229 189 3.299
229 246 2.181
229 264 2.888
229 282 3.272
229 287 2.649
229 324 2.482
229 363 2.4
229 367 2.153
229 378 2.493
229 379 2.269
229 405 3.277
229 409 2.351
229 460 3.251
229 482 2.24
230 77 2.54
230 133 2.537
230 147 1.966
230 168 1.516
230 218 2.313
230 237 1.413
230 330 2.387
230 340 2.165
230 383 1.814
230 388 2.24
230 407 1.851
230 427 1.675
230 450 1.582
230 455 2.162
230 469 2.368
230 487 2.118
230 498 2.622
230 499 2.034
231 12 2.133
231 93 2.993
231 106 1.526
231 111 2.131
231 136 2.318
231 143 1.629
231 215 2.932
231 217 2.657
231 227 1.754
231 256 2.51
231 267 2.339
231 307 2.433
231 312 2.186
231 367 2.183
231 415 2.132
231 424 2.46
231 496 2.451
232 5 2.017
232 14 2.435
232 46 1.889
232 63 2.243
232 65 2.252
232 102 2.019
232 127 2.369
232 147 1.98
232 194 1.846
232 197 1.899
232 212 1.847
232 285 2.364
232 303 1.599
232 317 2.556
232 355 1.937
232 457 2.607
232 463 1.937
232 486 2.737
232 489 2.298
233 128 2.099
233 130 1.462
233 152 2.529
233 153 2.216
233 180 2.649
233 207 3.29
233 231 2.488
233 232 2.08
233 301 1.785
233 320 1.977
233 412 2.486
233 440 2.054
233 471 2.396
233 491 2.517
233 493 2.625
233 498 2.13
234 12 2.322
234 22 2.977
234 38 2.139
234 75 1.747
234 89 2.431
234 90 2.174
234 109 2.239
234 116 1.962
234 120 1.629
234 122 2.03
234 161 2.518
234 182 2.617
234 195 2.451
234 221 1.969
234 235 2.253
234 248 2.87
234 255 3.35
234 306 2.352
234 317 2.925
234 378 2.164
234 400 2.175
234 412 2.895
234 415 1.809
234 417 2.336
234 435 2.206
234 456 2.488
234 481 3.037
234 487 2.468
234 494 2.37
235 2 2.487
235 13 2.332
235 47 2.717
235 57 2.298
235 84 2.258
235 94 2.755
235 101 2.653
235 108 2.151
235 128 2.081
235 154 2.565
235 157 2.23
235 201 2.117
235 221 2.333
235 257 2.995
235 352 2.019
235 377 2.474
235 433 2.304
235 449 1.273
235 493 3.244
235 499 2.208
236 18 2.258
236 46 2.163
236 74 2.126
236 84 1.856
236 88 1.363
236 116 1.976
236 190 2.409
236 216 2.536
236 234 2.467
236 247 1.459
236 263 1.759
236 282 2.869
236 283 1.503
236 294 1.909
236 311 1.661
236 325 1.638
236 334 1.999
236 420 1.858
237 51 2.901
237 68 2.475
237 87 1.665
237 110 1.965
237 172 2.714
237 199 2.751
237 228 2.774
237 247 1.949
237 284 1.723
237 289 1.712
237 314 2.003
237 337 2.955
237 381 2.668
237 387 2.618
237 432 2.249
237 475 2.257
237 483 1.403
237 489 2.662
237 492 2.258
238 11 3.434
238 14 3.388
238 45 3.803
238 50 3.295
238 102 3.129
238 112 4.386
238 147 2.625
238 163 3.089
238 182 3.328
238 207 4.682
238 211 4.043
238 227 2.419
238 236 3.034
238 245 3.627
238 279 4.648
238 289 2.699
238 325 2.774
238 341 3.744
238 371 3.447
238 383 2.967
238 392 2.873
238 399 2.612
238 498 3.934
239 31 3.644
239 32 3.735
239 101 2.936
239 144 3.043
239 222 3.707
239 226 3.01
239 243 3.141
239 260 2.602
239 265 1.957
239 281 3.775
239 285 2.655
239 314 2.716
239 322 2.6
239 390 2.215
239 401 2.547
239 404 2.97
239 454 3.59
239 462 3.278
240 35 2.3
240 65 2.17
240 73 1.9
240 88 1.537
240 147 2.202
240 186 1.878
240 192 2.305
240 207 2.607
240 216 2.229
240 233 1.425
240 291 2.409
240 302 2.58
240 315 2.377
240 352 2.022
240 372 1.545
240 392 1.862
240 418 2.0
240 420 2.088
240 478 2.436
241 10 2.327
241 39 2.235
241 76 1.806
241 110 2.289
241 112 2.26
241 120 1.281
241 126 1.929
241 144 2.113
241 247 1.577
241 295 1.966
241 355 1.597
241 381 1.834
241 388 1.892
241 392 1.639
241 447 1.996
241 454 1.91
241 479 1.913
241 487 1.927
241 497 1.542
242 9 2.847
242 29 2.431
242 72 2.69
242 99 2.913
242 102 2.488
242 138 2.211
242 195 3.591
242 214 3.064
242 215 2.873
242 228 3.264
242 283 2.422
242 351 2.389
242 366 2.947
242 405 3.295
242 455 2.978
242 461 2.403
242 479 2.58
243 10 3.158
243 12 2.539
243 22 2.864
243 30 3.181
243 84 2.306
243 142 2.263
243 180 2.969
243 189 3.056
243 201 2.682
243 202 2.258
243 208 2.751
243 267 2.553
243 335 2.036
243 379 2.139
243 433 2.538
243 479 2.521
243 483 2.273
243 485 2.707
244 6 2.571
244 75 2.346
244 149 2.532
244 169 2.626
244 174 2.495
244 214 2.667
244 223 3.023
244 240 2.639
244 254 2.82
244 259 2.167
244 291 3.284
244 297 2.282
244 360 2.028
244 361 1.892
244 365 2.504
244 372 1.949
244 419 2.193
244 421 3.547
244 451 2.493
244 455 2.566
244 462 3.216
244 467 3.057
245 13 2.473
245 76 2.2
245 92 3.405
245 101 2.472
245 109 2.594
245 116 1.993
245 157 2.292
245 215 2.645
245 218 2.348
245 223 2.591
245 316 2.949
245 331 1.878
245 342 2.426
245 349 1.527
245 354 2.894
245 402 2.066
245 418 2.162
245 448 1.907
245 499 2.622
246 0 3.385
246 51 3.329
246 58 3.148
246 93 4.059
246 107 3.412
246 109 3.212
246 172 3.76
246 211 3.437
246 220 2.216
246 226 3.219
246 248 3.73
246 249 2.848
246 270 3.403
246 298 3.471
246 309 3.388
246 343 3.949
246 345 2.48
246 363 2.871
246 405 3.844
246 406 2.545
246 421 4.351
246 447 2.889
246 453 3.626
246 459 4.084
246 467 3.349
246 487 3.083
247 136 1.759
247 213 2.309
247 214 2.233
247 240 2.078
247 243 2.253
247 264 1.923
247 280 2.306
247 307 1.643
247 311 1.619
247 401 1.595
247 436 1.237
247 447 2.012
247 472 2.356
248 18 2.329
248 21 1.862
248 22 2.554
248 105 2.032
248 130 1.65
248 150 2.576
248 171 2.653
248 175 2.494
248 194 2.143
248 221 2.812
248 228 2.665
248 254 2.871
248 260 2.043
248 294 2.765
248 298 2.461
248 300 2.491
248 320 2.231
248 431 2.57
248 456 2.161
248 497 1.808
249 4 1.639
249 6 1.504
249 39 1.67
249 61 1.628
249 68 1.802
249 78 1.661
249 86 1.411
249 171 1.804
249 182 1.325
249 189 2.013
249 232 1.264
249 241 1.768
249 244 0.844
249 261 1.302
249 275 1.275
249 284 1.388
249 306 1.737
249 309 1.841
249 312 1.767
249 334 1.816
249 362 1.42
249 446 2.176
249 448 1.293
249 450 1.64
249 494 2.009
249 498 2.005
250 7 3.627
250 19 2.52
250 48 2.662
250 60 3.589
250 114 3.374
250 136 3.036
250 292 3.373
250 300 2.99
250 311 2.571
250 348 3.123
250 349 1.946
250 397 2.914
250 441 3.261
250 446 3.441
250 468 2.607
250 481 3.904
250 488 2.769
251 55 2.73
251 105 1.814
251 164 2.178
251 189 3.469
251 191 3.088
251 192 2.902
251 193 2.794
251 203 2.882
251 211 3.354
251 216 3.561
251 223 2.916
251 224 3.116
251 240 2.768
251 341 3.165
251 348 2.904
251 360 2.092
251 470 2.18
251 479 2.754
252 34 2.606
252 59 3.035
252 178 3.1
252 193 2.786
252 200 3.334
252 224 2.708
252 231 2.77
252 239 3.052
252 240 2.923
252 259 1.894
252 289 2.198
252 305 1.789
252 353 3.301
252 365 2.903
252 367 2.213
252 418 3.018
252 423 2.204
253 12 2.011
253 32 3.116
253 36 3.468
253 42 1.894
253 52 2.492
253 90 2.362
253 117 3.054
253 129 2.397
253 146 1.744
253 170 2.163
253 189 3.039
253 217 2.896
253 233 1.842
253 274 2.89
253 313 3.157
253 335 2.361
253 346 1.946
253 372 2.01
253 413 2.448
253 418 2.592
253 434 2.14
253 446 2.762
253 456 2.587
253 457 3.018
253 487 2.824
254 29 1.311
254 36 2.501
254 94 2.702
254 102 1.694
254 161 1.805
254 163 1.585
254 171 2.256
254 185 1.456
254 201 2.136
254 205 2.258
254 209 1.566
254 214 2.424
254 240 2.215
254 254 2.239
254 328 2.215
254 356 2.301
254 361 1.728
254 373 2.429
254 388 2.079
254 433 1.711
254 437 2.732
254 448 1.632
254 480 1.474
255 29 2.328
255 38 2.962
255 59 3.18
255 65 2.358
255 90 2.388
255 106 1.662
255 141 3.298
255 182 2.366
255 222 2.801
255 257 3.34
255 286 2.579
255 383 2.094
255 386 2.994
255 404 2.492
255 430 2.72
255 440 2.998
255 475 2.755
255 476 2.538
256 15 2.336
256 36 2.808
256 67 3.062
256 71 2.409
256 76 2.698
256 120 1.816
256 134 2.743
256 162 2.137
256 179 3.216
256 261 2.572
256 264 2.805
256 297 2.37
256 355 2.21
256 368 2.265
256 394 3.12
256 442 2.102
256 451 2.455
256 454 2.604
256 493 3.003
257 1 2.87
257 42 3.252
257 106 1.948
257 109 2.989
257 134 2.426
257 159 2.748
257 183 3.077
257 204 3.114
257 241 3.463
257 272 2.577
257 278 1.857
257 279 4.286
257 295 2.637
257 300 3.486
257 336 2.645
257 349 2.781
257 367 2.665
257 396 2.946
257 423 2.871
258 10 3.399
258 16 2.677
258 18 2.978
258 62 3.676
258 76 3.294
258 86 2.738
258 154 3.382
258 188 3.187
258 191 3.228
258 221 2.676
258 261 2.442
258 263 2.686
258 278 1.645
258 305 1.9
258 376 3.096
258 383 2.478
258 390 2.311
258 405 3.972
258 425 2.294
258 438 4.492
258 441 3.397
258 473 3.007
259 31 2.817
259 47 2.747
259 53 2.906
259 104 3.633
259 126 2.758
259 128 2.548
259 130 2.213
259 200 3.507
259 205 3.847
259 243 3.699
259 244 2.199
259 264 3.444
259 272 2.482
259 278 1.82
259 300 3.425
259 378 3.228
259 418 3.454
259 493 3.374
259 494 3.417
260 55 2.765
260 145 2.468
260 177 2.761
260 203 2.785
260 296 2.107
260 300 2.79
260 308 3.361
260 325 2.538
260 329 1.545
260 361 1.963
260 368 2.375
260 372 1.765
260 389 2.666
260 430 2.563
260 434 2.311
261 30 3.542
261 33 2.8
261 37 3.712
261 55 3.233
261 56 3.866
261 62 3.13
261 64 2.255
261 68 2.698
261 69 2.186
261 107 3.21
261 118 2.765
261 182 3.33
261 198 2.59
261 204 2.932
261 269 3.112
261 345 2.331
261 347 2.571
261 357 3.29
261 363 2.575
261 381 2.817
261 419 2.768
261 427 2.205
261 453 3.487
261 479 3.246
262 31 2.78
262 32 3.025
262 57 2.723
262 89 3.207
262 97 2.44
262 131 3.231
262 180 3.18
262 182 3.047
262 196 3.304
262 244 2.205
262 273 3.215
262 287 2.57
262 290 3.349
262 394 3.257
262 400 3.09
262 408 1.851
262 439 3.167
262 456 2.794
262 460 2.804
262 498 3.002
263 2 3.348
263 5 2.747
263 10 4.139
263 28 3.472
263 32 3.185
263 51 3.138
263 145 2.983
263 174 2.987
263 242 2.874
263 252 2.83
263 304 3.694
263 313 3.814
263 381 3.195
263 383 2.634
263 418 3.506
263 419 3.063
263 423 3.208
263 445 3.833
263 452 3.232
263 458 3.688
263 460 3.176
263 493 4.286
264 2 2.531
264 6 2.069
264 17 2.579
264 31 2.737
264 70 1.966
264 88 1.965
264 119 1.845
264 120 1.773
264 126 1.788
264 171 2.57
264 212 2.188
264 218 2.565
264 242 2.387
264 276 3.007
264 288 2.015
264 360 1.887
264 377 1.913
264 382 2.532
264 383 2.14
264 437 2.806
264 458 2.501
265 0 2.605
265 3 3.363
265 12 2.251
265 18 3.118
265 68 2.901
265 80 2.947
265 92 3.353
265 214 2.946
265 223 2.856
265 258 2.327
265 268 3.268
265 270 2.624
265 279 3.601
265 294 3.187
265 305 2.066
265 317 3.006
265 348 2.799
265 359 2.218
265 388 2.83
265 401 2.695
265 411 2.89
265 416 2.522
266 50 2.567
266 56 3.352
266 68 2.686
266 108 2.99
266 125 2.958
266 147 2.024
266 167 2.976
266 180 3.17
266 181 3.243
