31249 1000
433 140 2.866
433 199 2.619
433 206 3.081
433 230 3.979
433 252 0.395
433 274 8.422
433 282 1.01
433 339 1.829
433 345 2.922
433 346 3.029
433 374 1.628
433 377 2.997
433 390 4.328
433 405 3.025
433 412 2.587
433 432 2.507
433 435 0.15
433 465 3.254
433 486 3.897
433 498 2.199
433 509 3.523
433 541 2.091
433 545 1.49
433 548 0.591
433 563 6.435
433 574 2.49
433 596 0.671
433 614 3.854
433 701 4.864
433 718 3.526
433 733 4.795
433 771 2.497
433 787 6.317
433 795 0.049
433 798 3.835
434 3 1.46
434 9 0.283
434 66 0.013
434 85 1.286
434 128 1.248
434 150 3.404
434 159 2.569
434 183 2.405
434 192 3.137
434 203 0.812
434 216 0.572
434 218 2.051
434 231 1.354
434 274 0.567
434 297 4.372
434 313 4.438
434 317 0.853
434 321 2.444
434 324 3.893
434 330 1.284
434 342 0.515
434 345 3.54
434 363 1.969
434 372 2.916
434 410 3.037
434 445 0.089
434 461 1.519
434 491 0.318
434 508 1.375
434 514 2.612
434 518 2.222
434 538 1.664
434 541 2.559
434 606 2.28
434 615 4.154
434 621 0.151
434 637 3.299
434 676 3.643
434 712 4.163
434 757 0.311
434 758 1.734
434 791 3.499
434 797 3.763
435 27 1.146
435 62 4.836
435 82 3.157
435 88 1.3
435 150 3.917
435 164 1.98
435 182 3.607
435 228 3.441
435 242 5.203
435 246 3.591
435 258 8.003
435 301 7.529
435 306 4.302
435 316 1.515
435 361 1.542
435 421 3.754
435 436 5.899
435 450 0.359
435 496 3.763
435 501 0.11
435 509 2.33
435 513 0.723
435 541 3.363
435 545 0.832
435 550 0.24
435 574 0.415
435 606 3.327
435 643 1.776
435 646 0.464
435 651 7.546
435 660 3.752
435 674 4.745
435 715 2.381
435 728 1.441
435 753 0.867
435 772 3.152
435 799 2.681
436 23 7.1
436 26 6.792
436 56 3.678
436 63 2.287
436 92 1.436
436 103 3.509
436 111 1.26
436 125 1.443
436 140 3.529
436 165 5.857
436 166 3.516
436 186 2.232
436 196 0.53
436 210 1.393
436 212 0.822
436 221 4.493
436 257 1.1
436 258 4.097
436 296 0.524
436 300 4.252
436 347 1.481
436 376 3.547
436 381 1.632
436 412 1.024
436 425 1.107
436 458 2.143
436 499 8.066
436 510 0.15
436 525 2.283
436 535 1.048
436 585 4.781
436 590 1.674
436 597 2.576
436 629 0.067
436 653 3.822
436 685 3.134
436 686 0.178
436 718 3.268
436 720 2.708
436 725 0.175
436 735 5.728
436 778 3.615
437 18 0.02
437 43 0.316
437 75 2.213
437 79 2.984
437 82 1.252
437 95 0.915
437 111 1.593
437 180 0.561
437 267 4.853
437 278 2.394
437 279 0.757
437 290 2.936
437 299 0.967
437 329 1.441
437 349 6.153
437 372 1.938
437 377 4.77
437 380 0.462
437 416 1.755
437 425 5.847
437 427 3.632
437 433 2.767
437 435 1.733
437 454 0.694
437 461 0.849
437 464 4.551
437 508 0.261
437 552 2.968
437 585 2.994
437 615 2.551
437 647 1.796
437 674 7.215
437 688 4.493
437 698 5.675
437 704 1.551
437 711 3.396
437 726 0.045
437 729 1.306
437 733 1.36
437 735 2.355
437 773 5.135
437 778 2.908
437 793 1.595
437 797 1.082
438 26 2.851
438 32 4.316
438 51 2.894
438 78 5.942
438 79 4.981
438 84 0.606
438 85 8.357
438 94 8.975
438 95 3.865
438 123 2.039
438 138 6.361
438 144 2.305
438 167 6.847
438 220 2.695
438 227 1.814
438 260 0.014
438 262 3.801
438 278 1.297
438 283 7.482
438 308 7.635
438 366 1.519
438 383 5.022
438 394 7.188
438 397 5.991
438 405 4.046
438 419 7.267
438 423 4.873
438 445 1.74
438 469 5.623
438 494 5.207
438 502 4.031
438 504 0.584
438 548 0.351
438 589 3.764
438 594 2.648
438 608 3.533
438 641 4.505
438 643 3.117
438 647 1.822
438 690 0.0
438 706 2.158
438 707 5.605
438 715 0.189
438 717 2.415
438 748 4.417
438 756 7.842
438 761 2.436
438 764 1.784
439 54 0.897
439 99 0.622
439 125 1.006
439 137 3.056
439 138 2.557
439 149 2.211
439 155 1.38
439 166 5.962
439 200 4.491
439 202 4.203
439 205 2.075
439 328 4.95
439 330 3.04
439 354 2.505
439 384 2.791
439 385 3.807
439 397 6.235
439 398 4.479
439 407 4.66
439 417 4.707
439 432 5.807
439 437 2.195
439 469 4.975
439 474 3.487
439 478 2.482
439 507 2.373
439 527 3.86
439 534 6.628
439 540 1.173
439 577 4.066
439 590 3.175
439 635 1.058
439 673 1.607
439 679 1.116
439 684 2.067
439 730 3.094
439 735 2.791
439 781 2.438
439 782 2.762
439 793 3.499
440 5 2.877
440 28 5.158
440 31 1.031
440 38 1.784
440 65 4.675
440 76 3.301
440 90 5.385
440 104 2.91
440 122 0.651
440 145 1.083
440 159 2.252
440 202 1.831
440 247 1.916
440 266 3.65
440 355 1.964
440 362 5.035
440 374 2.869
440 382 2.752
440 404 2.579
440 410 2.037
440 419 4.3
440 428 3.673
440 440 3.49
440 471 2.606
440 503 0.031
440 505 2.448
440 557 5.111
440 562 2.085
440 584 2.162
440 589 1.57
440 640 2.571
440 667 9.991
440 694 1.908
440 710 2.007
440 721 2.106
440 736 5.146
440 766 0.192
440 783 2.303
441 2 3.659
441 19 6.446
441 20 3.053
441 37 0.036
441 41 1.319
441 57 3.077
441 86 2.495
441 90 0.89
441 109 1.832
441 125 0.639
441 126 4.208
441 136 2.312
441 154 9.031
441 188 0.759
441 201 3.552
441 208 6.006
441 232 8.243
441 237 3.206
441 238 8.725
441 241 2.377
441 253 0.107
441 277 3.5
441 311 3.68
441 312 2.187
441 341 1.735
441 347 1.209
441 350 2.105
441 403 1.788
441 436 3.989
441 446 4.367
441 477 1.069
441 506 2.433
441 569 1.058
441 620 5.57
441 621 3.231
441 630 2.278
441 660 4.763
441 665 1.468
441 701 2.061
441 726 1.152
441 734 2.006
441 742 3.997
441 756 0.469
441 757 1.99
442 6 1.633
442 80 0.014
442 89 3.921
442 94 5.912
442 100 5.386
442 105 1.473
442 167 6.062
442 193 0.808
442 253 4.752
442 257 5.484
442 282 0.782
442 289 4.268
442 305 2.646
442 377 5.82
442 379 3.559
442 429 2.543
442 451 3.487
442 452 4.028
442 459 4.064
442 460 3.498
442 463 3.782
442 464 4.512
442 474 6.424
442 489 5.546
442 499 2.453
442 500 1.87
442 549 3.628
442 560 2.213
442 563 2.553
442 569 1.754
442 598 4.882
442 624 4.032
442 632 4.555
442 661 2.595
442 676 1.162
442 704 0.439
442 726 0.514
442 729 1.643
442 732 3.208
442 739 0.027
443 9 2.135
443 50 0.285
443 54 0.095
443 57 2.981
443 147 3.777
443 157 3.454
443 171 1.38
443 210 0.965
443 252 0.115
443 271 4.53
443 299 1.842
443 334 2.899
443 372 7.304
443 376 2.697
443 387 0.999
443 410 0.926
443 448 2.726
443 452 3.56
443 458 2.986
443 471 3.882
443 476 4.302
443 504 0.317
443 525 0.166
443 549 4.368
443 550 0.266
443 555 1.15
443 565 0.222
443 585 3.759
443 587 0.497
443 590 0.954
443 600 2.112
443 607 0.122
443 640 0.567
443 686 0.511
443 701 1.289
443 731 1.572
443 746 4.052
443 792 1.013
443 794 2.584
443 799 2.766
444 8 2.068
444 18 2.196
444 29 1.154
444 50 0.417
444 51 4.945
444 59 3.361
444 123 7.087
444 172 2.428
444 182 8.12
444 229 3.935
444 294 2.579
444 338 1.645
444 361 0.707
444 365 5.739
444 392 0.013
444 422 4.074
444 440 2.856
444 459 3.431
444 465 5.666
444 508 5.106
444 514 4.106
444 523 3.877
444 524 1.584
444 534 6.907
444 550 5.512
444 554 7.184
444 581 4.732
444 593 1.139
444 645 4.322
444 652 3.259
444 655 4.921
444 745 6.929
444 748 5.659
444 754 3.161
444 797 5.392
445 33 4.096
445 51 2.134
445 89 4.847
445 105 0.714
445 116 5.959
445 147 3.344
445 150 3.669
445 166 2.637
445 171 2.18
445 187 2.469
445 199 2.223
445 202 0.547
445 267 4.801
445 283 4.557
445 304 2.483
445 308 7.936
445 311 0.869
445 328 5.762
445 342 5.758
445 371 2.663
445 401 4.414
445 477 2.316
445 501 3.685
445 536 3.798
445 589 3.346
445 595 4.121
445 667 1.733
445 679 2.832
445 691 0.442
445 697 1.05
445 732 1.602
445 735 3.743
445 753 3.142
445 765 5.391
445 774 4.991
445 775 4.667
445 779 1.122
445 788 2.044
446 26 5.099
446 30 3.014
446 31 2.061
446 70 2.55
446 77 2.026
446 85 4.182
446 100 1.301
446 112 1.416
446 115 0.889
446 150 3.041
446 178 4.846
446 184 1.728
446 196 2.629
446 228 0.643
446 251 2.755
446 305 1.567
446 336 1.315
446 390 3.172
446 422 1.577
446 425 0.847
446 435 3.012
446 444 7.087
446 450 3.915
446 475 1.299
446 546 2.043
446 570 0.023
446 586 0.151
446 601 5.894
446 608 3.215
446 627 0.035
446 665 2.865
446 674 3.561
446 679 2.577
446 716 3.488
446 751 1.883
446 758 1.466
447 14 2.21
447 47 1.682
447 72 3.269
447 87 0.832
447 103 1.109
447 109 0.822
447 118 1.213
447 121 2.129
447 127 2.127
447 185 4.043
447 242 4.338
447 248 1.395
447 253 1.947
447 284 1.36
447 289 3.013
447 309 2.17
447 336 7.214
447 355 1.558
447 383 3.778
447 417 3.59
447 430 1.075
447 522 3.748
447 536 1.898
447 550 2.059
447 577 2.542
447 582 2.698
447 603 4.053
447 706 4.136
447 716 1.532
447 727 0.051
447 736 3.434
447 761 4.909
447 768 2.679
447 775 3.734
447 786 2.984
448 1 1.274
448 11 0.422
448 57 2.281
448 64 1.473
448 68 3.067
448 76 1.552
448 120 5.598
448 133 3.678
448 151 0.738
448 223 2.355
448 228 2.069
448 266 2.552
448 288 4.707
448 319 1.682
448 323 1.89
448 365 3.203
448 436 3.03
448 468 2.937
448 517 3.167
448 558 1.106
448 567 4.176
448 573 3.028
448 592 0.966
448 604 0.0
448 614 0.916
448 632 0.539
448 633 1.664
448 634 0.329
448 685 3.842
448 687 4.505
448 700 3.65
448 701 1.125
448 734 0.862
448 745 2.637
448 778 5.492
448 799 3.274
449 16 2.682
449 18 0.07
449 22 2.432
449 34 2.934
449 47 2.763
449 56 1.386
449 135 3.714
449 173 0.706
449 211 6.042
449 226 2.909
449 229 1.095
449 237 5.855
449 272 4.843
449 280 0.827
449 300 7.59
449 350 6.254
449 432 1.304
449 445 1.852
449 464 3.623
449 480 4.06
449 493 3.998
449 502 0.288
449 503 4.571
449 518 3.305
449 530 5.803
449 531 0.329
449 536 4.343
449 599 4.544
449 614 0.095
449 623 5.636
449 626 3.424
449 636 3.604
449 646 3.207
449 648 1.561
449 650 1.467
449 654 1.316
449 681 0.024
449 720 1.431
449 731 2.512
449 758 1.387
449 759 0.616
449 776 4.619
450 14 2.714
450 19 2.562
450 28 2.079
450 30 2.079
450 48 2.412
450 72 0.627
450 120 2.601
450 191 2.102
450 203 1.598
450 223 3.147
450 248 4.013
450 261 3.089
450 298 0.346
450 302 1.112
450 312 0.519
450 316 0.007
450 333 6.055
450 354 0.041
450 355 2.029
450 366 0.094
450 388 1.12
450 390 2.514
450 400 0.359
450 403 0.384
450 416 2.807
450 419 2.832
450 426 4.508
450 463 2.265
450 493 0.991
450 556 0.346
450 603 1.819
450 616 1.67
450 652 0.254
450 688 2.507
450 691 5.148
450 698 0.852
450 718 2.983
450 754 0.514
450 774 0.266
450 788 1.812
451 20 1.934
451 23 3.615
451 53 3.048
451 55 5.043
451 109 1.526
451 115 1.589
451 138 0.438
451 150 2.337
451 168 1.696
451 189 2.101
451 196 3.112
451 215 3.7
451 218 1.072
451 264 5.884
451 278 5.668
451 293 6.334
451 315 3.271
451 326 0.986
451 340 1.034
451 391 0.447
451 405 5.283
451 442 2.793
451 451 1.515
451 463 1.322
451 464 2.274
451 467 2.602
451 468 4.263
451 480 2.617
451 490 1.192
451 492 1.367
451 512 0.251
451 586 4.507
451 604 3.884
451 607 4.369
451 659 3.171
451 667 5.33
451 689 7.155
451 717 1.86
451 720 0.232
451 725 2.737
451 762 5.801
451 772 4.217
452 14 4.04
452 25 5.408
452 26 0.97
452 81 6.962
452 87 1.214
452 89 6.733
452 121 0.838
452 126 3.493
452 191 1.971
452 204 3.145
452 241 0.874
452 244 2.748
452 262 3.709
452 263 1.368
452 270 4.061
452 272 5.112
452 304 4.151
452 318 2.277
452 324 2.449
452 343 2.071
452 357 5.085
452 365 4.448
452 406 1.485
452 410 4.013
452 426 3.825
452 436 0.564
452 438 6.022
452 447 2.681
452 450 1.697
452 493 3.576
452 502 0.857
452 505 2.878
452 599 2.813
452 621 1.902
452 639 7.384
452 656 2.335
452 669 5.156
452 672 2.339
452 692 2.527
452 699 0.498
452 721 4.061
452 753 2.363
452 757 4.022
452 774 2.528
452 787 5.544
452 790 4.917
453 11 0.096
453 74 1.708
453 84 1.369
453 110 1.265
453 140 0.929
453 155 7.928
453 169 2.842
453 177 4.203
453 239 1.361
453 256 4.595
453 285 0.594
453 300 1.798
453 319 7.075
453 355 1.415
453 378 4.544
453 390 4.941
453 391 0.434
453 397 3.246
453 426 4.677
453 443 3.467
453 460 3.581
453 471 6.227
453 473 2.485
453 479 5.615
453 494 7.395
453 517 0.288
453 523 3.362
453 587 4.974
453 589 4.099
453 597 2.762
453 654 0.049
453 676 7.178
453 712 3.304
453 726 1.4
453 727 1.557
453 736 1.68
453 756 5.125
453 758 4.259
453 790 1.431
453 794 4.666
453 796 5.154
454 1 2.73
454 5 0.701
454 11 1.247
454 47 2.96
454 59 2.399
454 115 1.622
454 122 0.91
454 160 2.22
454 163 0.015
454 168 3.44
454 177 1.527
454 179 4.139
454 222 1.353
454 255 2.754
454 274 2.398
454 327 0.225
454 339 1.565
454 374 1.172
454 419 2.065
454 449 2.433
454 463 3.642
454 510 0.164
454 528 1.487
454 559 1.546
454 563 0.125
454 567 1.752
454 571 1.298
454 590 3.783
454 596 1.978
454 602 0.33
454 668 3.792
454 693 1.234
454 720 1.365
454 727 2.432
454 728 1.442
454 785 1.435
454 799 0.394
455 8 3.534
455 23 2.892
455 56 1.0
455 104 2.614
455 113 2.076
455 123 3.474
455 166 2.718
455 171 1.223
455 230 0.961
455 238 5.603
455 243 0.347
455 326 2.966
455 358 0.503
455 380 2.344
455 388 1.037
455 389 4.316
455 405 6.445
455 436 0.038
455 445 8.538
455 507 3.22
455 512 1.756
455 520 4.125
455 548 0.927
455 574 1.971
455 598 1.74
455 601 0.334
455 639 3.843
455 661 6.061
455 694 2.425
455 695 3.601
455 702 1.936
455 733 4.897
455 736 0.95
455 748 4.857
455 765 0.21
455 770 6.351
455 779 3.541
455 788 3.296
456 2 2.83
456 18 2.05
456 61 1.623
456 83 2.647
456 122 0.729
456 134 5.052
456 157 4.724
456 170 4.582
456 208 1.903
456 214 1.596
456 226 1.081
456 247 6.436
456 248 6.871
456 263 0.533
456 282 1.324
456 286 1.585
456 290 2.194
456 337 1.027
456 345 0.446
456 350 5.398
456 356 3.292
456 382 1.343
456 383 2.236
456 385 7.086
456 390 2.079
456 391 2.73
456 397 3.985
456 411 0.924
456 447 3.529
456 469 0.643
456 476 1.785
456 486 2.62
456 497 4.048
456 500 7.011
456 509 3.177
456 516 1.216
456 520 0.836
456 522 4.757
456 530 1.485
456 546 1.704
456 586 4.661
456 620 6.723
456 656 0.424
456 669 2.607
456 677 5.436
456 691 8.97
456 697 3.729
456 708 2.689
456 754 1.012
456 761 3.016
456 764 2.771
456 766 6.476
456 767 5.038
456 788 4.579
457 22 1.925
457 48 2.924
457 49 2.872
457 51 1.584
457 65 2.249
457 119 2.229
457 128 7.365
457 191 4.137
457 194 0.996
457 252 4.72
457 261 2.127
457 329 5.541
457 331 3.94
457 336 2.502
457 339 2.432
457 353 2.608
457 368 1.778
457 412 6.886
457 464 8.198
457 468 2.366
457 471 1.078
457 472 0.026
457 484 3.485
457 489 3.438
457 533 3.569
457 568 4.012
457 570 1.793
457 571 2.064
457 578 4.029
457 589 1.538
457 613 1.524
457 627 2.455
457 633 3.288
457 644 0.217
457 655 4.131
457 662 6.745
457 700 0.612
457 708 4.486
457 719 5.426
457 742 0.05
458 27 0.736
458 41 4.07
458 69 5.436
458 101 4.555
458 131 5.498
458 167 2.156
458 183 6.809
458 192 6.377
458 210 0.366
458 233 3.026
458 259 2.491
458 263 0.802
458 267 3.382
458 279 4.161
458 294 3.374
458 303 1.575
458 305 7.949
458 333 0.878
458 355 4.605
458 359 4.126
458 367 0.79
458 375 0.024
458 382 1.285
458 397 6.255
458 401 6.009
458 417 8.125
458 456 3.925
458 470 5.602
458 484 0.026
458 498 6.028
458 508 3.891
458 537 0.918
458 558 0.026
458 585 5.862
458 605 3.745
458 609 1.51
458 648 2.141
458 684 0.01
458 686 4.72
458 696 4.108
458 747 6.834
458 764 6.268
459 38 3.732
459 54 0.574
459 61 1.0
459 63 2.683
459 76 0.611
459 108 1.598
459 111 2.078
459 114 3.256
459 152 2.86
459 154 7.649
459 208 3.955
459 230 0.138
459 263 0.46
459 297 0.447
459 303 0.034
459 310 7.312
459 312 3.097
459 329 0.401
459 339 1.212
459 354 0.48
459 362 3.911
459 370 0.488
459 400 1.329
459 452 3.652
459 463 3.397
459 538 4.234
459 573 3.821
459 585 1.505
459 599 4.817
459 608 1.119
459 663 5.432
459 665 1.819
459 735 2.278
459 736 6.045
459 777 0.586
460 15 1.306
460 54 0.593
460 87 1.058
460 114 5.093
460 253 0.046
460 258 0.823
460 263 1.857
460 278 4.497
460 298 3.636
460 328 0.041
460 350 4.005
460 382 2.075
460 415 3.08
460 440 0.307
460 468 1.881
460 470 1.485
460 482 3.398
460 528 5.306
460 545 1.867
460 599 5.103
460 615 3.886
460 632 1.194
460 636 1.615
460 645 0.905
460 670 1.089
460 672 1.416
460 693 2.141
460 715 0.878
460 720 1.993
460 722 7.797
460 727 5.818
460 760 2.547
460 785 1.211
460 786 3.623
461 35 1.869
461 37 1.349
461 38 5.724
461 42 1.889
461 74 4.115
461 84 3.235
461 92 1.015
461 170 5.642
461 184 2.177
461 204 2.757
461 222 1.179
461 289 3.407
461 331 0.397
461 355 1.265
461 360 0.409
461 366 2.6
461 375 1.193
461 380 0.514
461 381 0.786
461 427 0.982
461 434 2.927
461 513 0.812
461 633 4.912
461 636 2.852
461 669 1.543
461 670 1.623
461 672 3.735
461 772 4.66
461 773 4.787
462 2 0.78
462 21 0.488
462 24 3.063
462 36 2.603
462 78 2.408
462 82 1.576
462 173 0.208
462 181 2.451
462 199 0.223
462 262 0.199
462 302 0.956
462 340 1.133
462 370 1.51
462 394 3.864
462 414 0.039
462 446 2.442
462 448 2.607
462 467 0.163
462 488 0.354
462 494 1.08
462 502 1.473
462 504 0.814
462 534 1.457
462 548 0.684
462 562 1.754
462 576 0.298
462 590 0.672
462 605 3.253
462 627 1.878
462 663 6.071
462 690 0.933
462 723 1.663
462 737 0.504
462 738 2.051
462 763 0.449
463 13 4.383
463 50 0.43
463 65 4.396
463 108 1.085
463 168 3.294
463 180 3.032
463 183 3.165
463 207 3.117
463 237 4.152
463 238 4.099
463 269 1.796
463 296 0.291
463 322 1.954
463 347 1.908
463 368 5.006
463 407 2.292
463 429 6.776
463 436 0.273
463 441 0.342
463 447 0.419
463 448 5.617
463 449 2.471
463 460 1.027
463 477 0.048
463 478 0.167
463 509 2.691
463 538 1.093
463 542 2.79
463 564 0.161
463 566 5.715
463 606 1.761
463 623 2.036
463 641 2.613
463 658 0.463
463 689 4.233
463 691 0.058
463 724 2.492
463 747 4.253
464 37 1.561
464 39 1.608
464 104 1.611
464 110 1.896
464 117 0.013
464 132 0.709
464 135 1.833
464 158 0.09
464 164 0.859
464 171 2.27
464 175 1.245
464 178 0.765
464 183 3.281
464 192 0.444
464 283 2.411
464 284 0.034
464 305 1.528
464 306 0.285
464 309 0.038
464 324 0.524
464 354 2.7
464 388 3.136
464 419 1.759
464 443 0.034
464 462 0.284
464 475 2.43
464 497 0.857
464 502 4.003
464 508 1.72
464 533 1.056
464 545 1.723
464 549 2.052
464 590 4.196
464 661 2.529
464 687 0.471
464 694 1.633
464 701 2.859
464 716 4.907
464 746 2.055
464 757 2.709
464 767 1.053
465 0 3.033
465 6 1.641
465 25 8.764
465 39 2.796
465 82 5.644
465 116 4.114
465 124 0.321
465 125 1.716
465 137 0.022
465 145 0.195
465 154 4.754
465 161 6.293
465 171 1.431
465 179 1.381
465 199 1.171
465 207 5.02
465 231 5.852
465 238 3.752
465 241 0.361
465 323 0.84
465 331 2.925
465 333 1.792
465 367 4.309
465 388 0.988
465 392 5.52
465 397 2.242
465 408 0.602
465 421 6.147
465 436 3.305
465 456 3.949
465 493 6.6
465 520 1.862
465 522 2.833
465 530 4.161
465 548 1.208
465 564 1.098
465 618 0.405
465 624 0.681
465 628 2.643
465 631 5.022
465 660 3.9
465 678 2.348
465 698 3.603
465 736 6.742
465 742 3.498
465 770 4.06
465 788 9.549
466 10 8.437
466 40 1.764
466 48 2.078
466 107 1.672
466 115 2.214
466 138 2.353
466 139 6.339
466 141 2.381
466 153 1.31
466 171 1.394
466 180 0.374
466 193 0.975
466 195 4.592
466 262 2.102
466 267 1.159
466 274 4.979
466 288 3.108
466 295 2.621
466 302 3.534
466 304 6.242
466 326 4.169
466 332 4.616
466 404 5.137
466 407 7.451
466 502 4.594
466 574 2.279
466 587 1.245
466 594 0.429
466 616 3.053
466 667 2.089
466 689 4.568
466 697 5.083
466 706 0.633
466 728 3.349
466 765 1.945
466 775 2.728
466 778 1.123
467 6 3.191
467 52 5.617
467 71 3.862
467 118 1.827
467 119 2.362
467 144 0.028
467 174 6.131
467 181 7.574
467 213 4.766
467 229 5.468
467 242 3.833
467 245 1.044
467 269 3.505
467 283 5.993
467 296 1.595
467 318 3.118
467 336 7.957
467 343 1.524
467 380 1.723
467 384 1.037
467 398 4.961
467 414 3.859
467 484 8.321
467 530 2.45
467 533 0.792
467 542 3.255
467 564 4.806
467 567 2.149
467 573 5.333
467 585 4.035
467 594 0.049
467 599 3.434
467 612 2.454
467 625 5.9
467 631 2.951
467 634 5.627
467 639 0.02
467 645 1.014
467 661 5.028
467 705 8.309
467 728 1.987
467 750 7.184
467 778 5.754
468 12 0.667
468 13 2.8
468 35 4.154
468 43 4.049
468 62 2.422
468 78 1.31
468 82 1.195
468 91 0.338
468 141 3.589
468 147 1.823
468 156 2.007
468 163 0.459
468 233 1.267
468 241 1.852
468 259 1.004
468 287 5.27
468 301 1.396
468 326 0.393
468 341 2.282
468 419 5.333
468 420 2.477
468 424 2.857
468 473 4.854
468 477 1.709
468 497 0.742
468 499 0.66
468 502 2.083
468 532 4.025
468 549 4.397
468 557 3.037
468 620 4.454
468 624 1.99
468 721 4.213
468 730 1.886
468 741 2.055
468 775 4.393
468 783 3.262
468 786 2.296
469 7 7.487
469 15 5.746
469 34 5.564
469 47 3.312
469 48 4.284
469 49 2.525
469 60 0.034
469 90 2.119
469 102 5.005
469 103 4.506
469 128 4.313
469 144 1.121
469 157 2.115
469 165 6.626
469 168 1.755
469 174 6.354
469 177 2.784
469 179 1.185
469 274 6.646
469 275 3.563
469 289 1.849
469 305 0.664
469 309 5.377
469 318 4.937
469 327 4.536
469 328 2.5
469 345 4.348
469 380 3.477
469 390 6.746
469 403 6.007
469 414 0.216
469 487 7.981
469 553 4.333
469 582 4.087
469 614 4.002
469 625 2.042
469 663 7.678
469 665 3.246
469 697 2.429
469 721 4.417
469 724 3.261
469 726 1.045
469 731 0.011
469 737 0.937
469 752 2.119
469 775 5.956
469 783 2.036
469 785 7.841
469 791 4.948
470 4 7.129
470 12 3.708
470 40 1.226
470 41 2.955
470 44 5.54
470 48 4.931
470 50 2.877
470 73 4.949
470 74 5.273
470 112 3.812
470 121 2.706
470 124 2.276
470 156 5.622
470 195 4.472
470 216 0.161
470 224 4.329
470 266 0.196
470 271 0.233
470 277 2.829
470 318 1.094
470 342 4.81
470 353 1.353
470 360 2.294
470 369 0.697
470 375 0.135
470 386 5.352
470 401 1.509
470 402 4.722
470 491 6.272
470 543 6.307
470 551 6.767
470 554 4.867
470 558 1.357
470 623 4.039
470 625 0.038
470 662 5.232
470 687 0.292
470 710 3.096
470 732 4.334
470 772 0.155
470 791 0.257
471 10 5.553
471 42 6.371
471 76 0.783
471 117 7.605
471 120 4.689
471 122 2.727
471 128 1.314
471 224 1.085
471 227 3.176
471 231 0.593
471 301 6.221
471 314 6.184
471 327 7.629
471 339 0.186
471 342 1.553
471 347 2.238
471 352 0.218
471 370 3.115
471 375 1.391
471 389 3.823
471 437 0.554
471 443 1.329
471 447 1.048
471 455 4.662
471 475 4.956
471 513 1.966
471 535 5.702
471 572 3.34
471 585 5.55
471 595 1.859
471 615 0.043
471 627 2.952
471 652 1.729
471 687 4.337
471 707 4.063
471 749 4.223
471 750 1.815
471 756 1.785
471 789 5.722
472 9 1.225
472 17 5.308
472 43 2.248
472 45 4.204
472 126 6.662
472 142 5.856
472 148 5.564
472 151 3.912
472 183 6.585
472 211 4.047
472 260 6.013
472 263 0.436
472 281 4.93
472 283 2.149
472 303 4.665
472 324 6.474
472 351 3.363
472 361 2.145
472 389 2.163
472 399 4.733
472 430 1.659
472 434 4.253
472 435 4.029
472 436 4.63
472 441 5.907
472 451 0.408
472 471 2.215
472 481 2.994
472 540 3.717
472 552 7.505
472 604 2.373
472 617 2.295
472 660 1.849
472 670 1.293
472 673 1.269
472 744 4.442
472 772 6.267
472 788 5.744
472 796 2.465
473 21 1.584
473 50 1.833
473 57 0.067
473 146 0.139
473 210 1.15
473 224 3.066
473 273 1.96
473 325 0.054
473 340 1.189
473 343 0.011
473 347 1.759
473 358 3.378
473 383 2.038
473 403 1.409
473 476 0.842
473 485 2.11
473 507 0.276
473 521 0.721
473 544 1.015
473 562 1.272
473 574 0.025
473 640 3.367
473 649 1.284
473 659 2.371
473 665 0.035
473 667 2.358
473 684 2.283
473 713 2.257
473 716 2.749
473 724 1.11
473 739 0.426
473 743 0.792
473 746 0.221
473 751 0.856
473 766 2.694
473 773 2.89
474 6 1.423
474 17 4.89
474 26 1.076
474 29 1.914
474 41 1.094
474 46 3.575
474 48 3.363
474 54 1.08
474 60 4.495
474 94 1.06
474 100 2.347
474 107 1.704
474 155 3.268
474 182 2.395
474 195 2.603
474 217 2.55
474 221 5.0
474 241 1.349
474 245 2.964
474 290 1.288
474 300 3.482
474 309 3.063
474 334 4.509
474 351 1.725
474 362 3.018
474 390 2.157
474 404 0.374
474 443 2.871
474 458 4.798
474 493 4.078
474 525 2.353
474 581 1.988
474 585 1.345
474 586 6.03
474 588 1.555
474 603 1.254
474 610 1.868
474 652 0.373
474 670 0.158
474 695 0.577
474 712 4.137
474 726 1.749
474 751 1.497
475 0 2.409
475 1 0.819
475 10 1.769
475 21 1.066
475 115 2.787
475 120 1.187
475 148 1.139
475 200 1.367
475 215 2.052
475 242 0.898
475 285 2.055
475 288 1.387
475 310 2.185
475 331 4.718
475 347 0.198
475 402 1.982
475 405 0.175
475 411 0.057
475 443 2.288
475 477 0.734
475 516 2.093
475 519 3.259
475 527 1.036
475 543 1.283
475 595 1.561
475 599 3.426
475 617 0.287
475 667 1.661
475 676 1.751
475 694 2.656
475 737 0.109
475 756 1.762
475 788 2.742
476 1 2.713
476 3 3.607
476 53 0.813
476 57 0.743
476 92 1.777
476 107 3.412
476 109 1.357
476 113 1.363
476 126 3.72
476 142 7.648
476 193 3.168
476 212 4.879
476 225 3.333
476 276 3.162
476 380 1.534
476 399 1.575
476 423 6.472
476 500 0.011
476 526 1.963
476 535 5.344
476 593 0.717
476 606 5.274
476 607 6.002
476 615 2.917
476 636 0.884
476 683 5.595
476 686 1.34
476 728 0.401
476 754 1.932
476 759 1.696
476 768 1.524
476 770 1.774
476 772 1.213
476 775 0.78
477 59 2.418
477 69 2.732
477 114 1.601
477 146 1.444
477 156 0.066
